company_name,rating,bio,salary,job,founded_in,field,other
Amazon,3.9,Internet | Jaipur +518 other locations,150000.0,1600.0,1994 (32 yrs old),Internet,Jaipur +518 other locations
iEnergizer,4.6,BPO | Jaipur +51 other locations,23900.0,69.0,,BPO,Jaipur +51 other locations
Reliance Retail,3.9,Retail | Jaipur +1150 other locations,74400.0,157.0,2006 (20 yrs old),Retail,Jaipur +1150 other locations
LTIMindtree,3.6,IT Services & Consulting | Jaipur +146 other locations,190000.0,446.0,1997 (29 yrs old),IT Services & Consulting,Jaipur +146 other locations
IBM,3.9,IT Services & Consulting | Jaipur +160 other locations,210000.0,293.0,1911 (115 yrs old),IT Services & Consulting,Jaipur +160 other locations
HDB Financial Services,3.9,NBFC | Jaipur +1089 other locations,50000.0,191.0,2007 (19 yrs old),NBFC,Jaipur +1089 other locations
Larsen & Toubro Limited,3.9,Engineering & Construction | Jaipur +754 other locations,20000.0,67.0,,Engineering & Construction,Jaipur +754 other locations
Deloitte,3.7,Management Consulting | Jaipur +187 other locations,250000.0,1400.0,1845 (181 yrs old),Management Consulting,Jaipur +187 other locations
Kotak Mahindra Bank,3.6,Banking | Jaipur +681 other locations,86800.0,67.0,,Banking,Jaipur +681 other locations
Reliance Industries,4.0,Oil & Gas | Jaipur +812 other locations,72400.0,60.0,1977 (49 yrs old),Oil & Gas,Jaipur +812 other locations
Vodafone Idea,3.9,Telecom | Jaipur +704 other locations,50300.0,27.0,2018 (8 yrs old),Telecom,Jaipur +704 other locations
Bharti Airtel,3.8,Telecom | Jaipur +789 other locations,48900.0,112.0,1952 (74 yrs old),Telecom,Jaipur +789 other locations
BYJU'S,3.2,EdTech | Jaipur +321 other locations,53600.0,67.0,2011 (15 yrs old),EdTech,Jaipur +321 other locations
WNS,3.3,IT Services & Consulting | Jaipur +65 other locations,68700.0,79.0,1996 (30 yrs old),IT Services & Consulting,Jaipur +65 other locations
Tata Motors,4.1,Automobile | Jaipur +506 other locations,42500.0,172.0,1945 (81 yrs old),Automobile,Jaipur +506 other locations
IDFC FIRST Bank,3.9,Banking | Jaipur +710 other locations,48700.0,31.0,,Banking,Jaipur +710 other locations
Ernst & Young,3.4,Management Consulting | Jaipur +132 other locations,20000.0,67.0,,Management Consulting,Jaipur +132 other locations
IndusInd Bank,3.4,Banking | Jaipur +787 other locations,51700.0,146.0,,Banking,Jaipur +787 other locations
AU Small Finance Bank,3.9,Banking | Jaipur +782 other locations,28800.0,45.0,1996 (30 yrs old),Banking,Jaipur +782 other locations
Flipkart,3.9,Internet | Jaipur +560 other locations,53700.0,171.0,2007 (19 yrs old),Internet,Jaipur +560 other locations
Bajaj Finserv,3.9,NBFC | Jaipur +1161 other locations,30100.0,4.0,2007 (19 yrs old),NBFC,Jaipur +1161 other locations
Muthoot FinCorp,4.5,NBFC | Jaipur +1087 other locations,9000.0,39.0,,NBFC,Jaipur +1087 other locations
PwC,3.3,Management Consulting | Jaipur +132 other locations,120000.0,874.0,1880 (146 yrs old),Management Consulting,Jaipur +132 other locations
Mahindra & Mahindra,4.0,Automobile | Jaipur +562 other locations,20000.0,67.0,,Automobile,Jaipur +562 other locations
Infosys BPM,3.5,BPO | Jaipur +95 other locations,72600.0,102.0,2002 (24 yrs old),BPO,Jaipur +95 other locations
DXC Technology,3.6,IT Services & Consulting | Jaipur +133 other locations,72400.0,197.0,2017 (9 yrs old),IT Services & Consulting,Jaipur +133 other locations
HDFC Life,3.9,Insurance | Jaipur +698 other locations,33200.0,123.0,,Insurance,Jaipur +698 other locations
Maruti Suzuki,4.2,Automobile | Jaipur +482 other locations,34400.0,698.0,1981 (45 yrs old),Automobile,Jaipur +482 other locations
Bandhan Bank,3.7,Banking | Jaipur +995 other locations,25400.0,14.0,,Banking,Jaipur +995 other locations
Conneqt Business Solutions,3.6,BPO | Jaipur +267 other locations,26500.0,361.0,2002 (24 yrs old),BPO,Jaipur +267 other locations
Mphasis,3.3,IT Services & Consulting | Jaipur +63 other locations,73200.0,43.0,1998 (28 yrs old),IT Services & Consulting,Jaipur +63 other locations
Yes Bank,3.7,Banking | Jaipur +540 other locations,43300.0,157.0,2004 (22 yrs old),Banking,Jaipur +540 other locations
Tata Steel,4.0,Iron & Steel | Jaipur +228 other locations,33900.0,67.0,1907 (119 yrs old),Iron & Steel,Jaipur +228 other locations
Quess,3.8,Recruitment | Jaipur +740 other locations,30400.0,9.0,2007 (19 yrs old),Recruitment,Jaipur +740 other locations
Startek,3.1,BPO | Jaipur +107 other locations,24400.0,136.0,2017 (9 yrs old),BPO,Jaipur +107 other locations
Asian Paints,4.0,Chemicals | Jaipur +547 other locations,25200.0,60.0,,Chemicals,Jaipur +547 other locations
UltraTech Cement,4.1,Building Material | Jaipur +534 other locations,24100.0,24.0,1983 (43 yrs old),Building Material,Jaipur +534 other locations
Paytm,3.2,FinTech | Jaipur +418 other locations,34000.0,514.0,,FinTech,Jaipur +418 other locations
Shriram Finance,4.0,NBFC | Jaipur +1110 other locations,15200.0,8.0,1979 (47 yrs old),NBFC,Jaipur +1110 other locations
Bajaj Finance,3.9,NBFC | Jaipur +965 other locations,22700.0,5100.0,1987 (39 yrs old),NBFC,Jaipur +965 other locations
Equitas Small Finance Bank,4.4,Banking | Jaipur +479 other locations,13200.0,13.0,,Banking,Jaipur +479 other locations
EXL Service,3.6,Analytics & KPO | Jaipur +63 other locations,44100.0,1500.0,,Analytics & KPO,Jaipur +63 other locations
Cipla,4.1,Pharma | Jaipur +291 other locations,26000.0,69.0,1935 (91 yrs old),Pharma,Jaipur +291 other locations
Samsung,3.9,Consumer Electronics & Appliances | Jaipur +578 other locations,26300.0,28.0,1969 (57 yrs old),Consumer Electronics & Appliances,Jaipur +578 other locations
Ericsson,3.9,Telecom | Jaipur +162 other locations,42600.0,67.0,,Telecom,Jaipur +162 other locations
Dr. Reddy's,4.0,Pharma | Jaipur +213 other locations,20000.0,67.0,,Pharma,Jaipur +213 other locations
Delhivery,3.8,Logistics | Jaipur +751 other locations,21200.0,171.0,2011 (15 yrs old),Logistics,Jaipur +751 other locations
ICICI Prudential Life Insurance,4.0,Insurance | Jaipur +505 other locations,22900.0,510.0,2000 (26 yrs old),Insurance,Jaipur +505 other locations
JPMorgan Chase & Co.,3.8,Financial Services | Jaipur +55 other locations,20000.0,67.0,,Financial Services,Jaipur +55 other locations
JSW Steel,3.9,Iron & Steel | Jaipur +193 other locations,30300.0,105.0,1982 (44 yrs old),Iron & Steel,Jaipur +193 other locations
HGS,3.7,BPO | Jaipur +121 other locations,20900.0,19.0,2000 (26 yrs old),BPO,Jaipur +121 other locations
Jana Small Finance Bank,3.8,Banking | Jaipur +419 other locations,14100.0,55.0,2006 (20 yrs old),Banking,Jaipur +419 other locations
Sun Pharmaceutical Industries,4.1,Pharma | Jaipur +264 other locations,23400.0,289.0,,Pharma,Jaipur +264 other locations
Ujjivan Small Finance Bank,4.0,Banking | Jaipur +533 other locations,13000.0,138.0,2017 (9 yrs old),Banking,Jaipur +533 other locations
Amazon Development Centre India,3.8,Internet | Jaipur +146 other locations,20000.0,67.0,,Internet,Jaipur +146 other locations
Hexaware Technologies,3.4,IT Services & Consulting | Jaipur +67 other locations,53200.0,594.0,1990 (36 yrs old),IT Services & Consulting,Jaipur +67 other locations
Lupin,4.1,Pharma | Jaipur +202 other locations,22500.0,32.0,,Pharma,Jaipur +202 other locations
L&T Construction,4.0,Engineering & Construction | Jaipur +433 other locations,20000.0,67.0,,Engineering & Construction,Jaipur +433 other locations
Zydus Lifesciences,3.9,Pharma | Jaipur +176 other locations,19900.0,20.0,1952 (74 yrs old),Pharma,Jaipur +176 other locations
Ekart Logistics,3.9,Logistics | Jaipur +736 other locations,15800.0,67.0,2009 (17 yrs old),Logistics,Jaipur +736 other locations
Hindustan Unilever,4.2,FMCG | Jaipur +531 other locations,20000.0,41.0,1872 (154 yrs old),FMCG,Jaipur +531 other locations
KPMG India,3.4,Management Consulting | Jaipur +111 other locations,64500.0,56.0,1993 (33 yrs old),Management Consulting,Jaipur +111 other locations
ITC,3.9,FMCG | Jaipur +375 other locations,24400.0,76.0,1910 (116 yrs old),FMCG,Jaipur +375 other locations
Axis Max Life Insurance,4.0,Insurance | Jaipur +494 other locations,20000.0,145.0,2000 (26 yrs old),Insurance,Jaipur +494 other locations
Megha Engineering & Infrastructures,3.9,Engineering & Construction | Jaipur +405 other locations,20000.0,67.0,,Engineering & Construction,Jaipur +405 other locations
Tata Projects,4.2,Engineering & Construction | Jaipur +284 other locations,22000.0,29.0,,Engineering & Construction,Jaipur +284 other locations
Coforge,3.2,IT Services & Consulting | Jaipur +104 other locations,48600.0,122.0,,IT Services & Consulting,Jaipur +104 other locations
Bajaj Life Insurance,3.9,Insurance | Jaipur +607 other locations,20000.0,67.0,,Insurance,Jaipur +607 other locations
L&T Technology Services,3.1,IT Services & Consulting | Jaipur +93 other locations,20000.0,67.0,,IT Services & Consulting,Jaipur +93 other locations
Cholamandalam Investment & Finance,3.8,Financial Services | Jaipur +840 other locations,20000.0,67.0,,Financial Services,Jaipur +840 other locations
IIFL Finance,4.0,NBFC | Jaipur +800 other locations,14100.0,67.0,1995 (31 yrs old),NBFC,Jaipur +800 other locations
Indian Army,4.7,Defence & Aerospace | Jaipur +364 other locations,9500.0,67.0,1895 (131 yrs old),Defence & Aerospace,Jaipur +364 other locations
Muthoot Finance,3.7,NBFC | Jaipur +784 other locations,13000.0,82.0,,NBFC,Jaipur +784 other locations
JLL,4.1,Real Estate | Jaipur +85 other locations,24200.0,290.0,1999 (27 yrs old),Real Estate,Jaipur +85 other locations
HCL Group,3.5,IT Services & Consulting | Jaipur +97 other locations,370000.0,165.0,,IT Services & Consulting,Jaipur +97 other locations
Piramal Finance,4.2,NBFC | Jaipur +424 other locations,12600.0,7.0,10k-50k,NBFC,Jaipur +424 other locations
Virtusa Consulting Services,3.7,IT Services & Consulting | Jaipur +55 other locations,56300.0,1300.0,1996 (30 yrs old),IT Services & Consulting,Jaipur +55 other locations
DMart,3.9,Retail | Jaipur +246 other locations,18300.0,181.0,2002 (24 yrs old),Retail,Jaipur +246 other locations
HSBC Group,3.9,Financial Services | Jaipur +63 other locations,42600.0,130.0,1865 (161 yrs old),Financial Services,Jaipur +63 other locations
Indiamart Intermesh,3.5,Internet | Jaipur +172 other locations,20400.0,525.0,1996 (30 yrs old),Internet,Jaipur +172 other locations
Udaan,3.9,Internet | Jaipur +368 other locations,15600.0,5.0,,Internet,Jaipur +368 other locations
SMFG India Credit,3.9,NBFC | Jaipur +592 other locations,11100.0,80.0,2007 (19 yrs old),NBFC,Jaipur +592 other locations
Aurobindo Pharma,4.0,Pharma | Jaipur +115 other locations,20700.0,23.0,1986 (40 yrs old),Pharma,Jaipur +115 other locations
Siemens,3.9,Industrial Automation | Jaipur +152 other locations,33500.0,141.0,,Industrial Automation,Jaipur +152 other locations
BigBasket,3.9,Internet | Jaipur +138 other locations,19100.0,100.0,,Internet,Jaipur +138 other locations
Manappuram Finance,3.9,NBFC | Jaipur +647 other locations,9000.0,7.0,1949 (77 yrs old),NBFC,Jaipur +647 other locations
Firstsource Solutions,3.5,BPO | Jaipur +74 other locations,24000.0,135.0,2001 (25 yrs old),BPO,Jaipur +74 other locations
Shapoorji Pallonji Group,4.1,Engineering & Construction | Jaipur +188 other locations,20000.0,67.0,,Engineering & Construction,Jaipur +188 other locations
Tata Capital,4.0,NBFC | Jaipur +438 other locations,15600.0,3100.0,2007 (19 yrs old),NBFC,Jaipur +438 other locations
GlobalLogic,3.5,IT Services & Consulting | Jaipur +60 other locations,40500.0,45.0,2000 (26 yrs old),IT Services & Consulting,Jaipur +60 other locations
ICICI Lombard General Insurance Company,3.5,Insurance | Jaipur +311 other locations,20000.0,67.0,,Insurance,Jaipur +311 other locations
Standard Chartered,3.6,Banking | Jaipur +68 other locations,42000.0,67.0,1853 (173 yrs old),Banking,Jaipur +68 other locations
Mahindra Finance,3.9,NBFC | Jaipur +730 other locations,12000.0,385.0,1991 (35 yrs old),NBFC,Jaipur +730 other locations
PolicyBazaar,3.7,Internet | Jaipur +149 other locations,17100.0,412.0,,Internet,Jaipur +149 other locations
Apollo Hospitals,4.1,Healthcare | Jaipur +229 other locations,16300.0,136.0,1983 (43 yrs old),Healthcare,Jaipur +229 other locations
Bosch Global Software Technologies,3.7,IT Services & Consulting | Jaipur +47 other locations,39900.0,13.0,1997 (29 yrs old),IT Services & Consulting,Jaipur +47 other locations
Ashok Leyland,4.0,Automobile | Jaipur +255 other locations,18600.0,67.0,1948 (78 yrs old),Automobile,Jaipur +255 other locations
Citicorp,3.7,Financial Services | Jaipur +68 other locations,51800.0,67.0,1997 (29 yrs old),Financial Services,Jaipur +68 other locations
Swiggy,3.7,Internet | Jaipur +230 other locations,22800.0,274.0,2014 (12 yrs old),Internet,Jaipur +230 other locations
Hero MotoCorp,4.1,Automobile | Jaipur +364 other locations,15700.0,2.0,1984 (42 yrs old),Automobile,Jaipur +364 other locations
Cyient,3.6,IT Services & Consulting | Jaipur +48 other locations,27400.0,78.0,1991 (35 yrs old),IT Services & Consulting,Jaipur +48 other locations
SBI Cards & Payment Services,3.6,Financial Services | Jaipur +435 other locations,20000.0,67.0,,Financial Services,Jaipur +435 other locations
Kalpataru Projects International,4.2,Engineering & Construction | Jaipur +321 other locations,13600.0,1.0,1981 (45 yrs old),Engineering & Construction,Jaipur +321 other locations
JustDial,3.5,Internet | Jaipur +229 other locations,15400.0,51.0,1996 (30 yrs old),Internet,Jaipur +229 other locations
IQVIA,3.7,Clinical Research | Jaipur +63 other locations,30600.0,19.0,10k-50k,Clinical Research,Jaipur +63 other locations
NTT Data,3.8,IT Services & Consulting | Jaipur +79 other locations,35800.0,123.0,1988 (38 yrs old),IT Services & Consulting,Jaipur +79 other locations
SBI Life Insurance Company,3.7,Insurance | Jaipur +655 other locations,11700.0,5.0,2001 (25 yrs old),Insurance,Jaipur +655 other locations
Nagarjuna Construction Company,4.0,Engineering & Construction | Jaipur +295 other locations,12000.0,10.0,1998 (28 yrs old),Engineering & Construction,Jaipur +295 other locations
CBRE,4.1,Real Estate | Jaipur +91 other locations,18600.0,18.0,1906 (120 yrs old),Real Estate,Jaipur +91 other locations
TVS Motor,3.9,Automobile | Jaipur +349 other locations,15800.0,64.0,1979 (47 yrs old),Automobile,Jaipur +349 other locations
Schneider Electric,4.2,Industrial Automation | Jaipur +119 other locations,24300.0,24.0,1999 (27 yrs old),Industrial Automation,Jaipur +119 other locations
Persistent Systems,3.6,IT Services & Consulting | Jaipur +41 other locations,44500.0,229.0,,IT Services & Consulting,Jaipur +41 other locations
State Bank of India,3.8,Banking | Jaipur +617 other locations,11500.0,10.0,1806 (220 yrs old),Banking,Jaipur +617 other locations
vivo,4.1,Consumer Electronics & Appliances | Jaipur +414 other locations,12900.0,10.0,2009 (17 yrs old),Consumer Electronics & Appliances,Jaipur +414 other locations
Ecom Express,4.0,Logistics | Jaipur +775 other locations,9600.0,67.0,2012 (14 yrs old),Logistics,Jaipur +775 other locations
KEC International,4.0,Engineering & Construction | Jaipur +313 other locations,13400.0,4.0,1945 (81 yrs old),Engineering & Construction,Jaipur +313 other locations
JBM Group,3.9,Auto Components | Jaipur +117 other locations,14000.0,41.0,,Auto Components,Jaipur +117 other locations
Nagarro,3.9,IT Services & Consulting | Jaipur +49 other locations,32000.0,962.0,1996 (30 yrs old),IT Services & Consulting,Jaipur +49 other locations
Varun Beverages,4.0,Beverage | Jaipur +379 other locations,11900.0,36.0,1995 (31 yrs old),Beverage,Jaipur +379 other locations
ITC Infotech,3.7,IT Services & Consulting | Jaipur +67 other locations,29500.0,84.0,2000 (26 yrs old),IT Services & Consulting,Jaipur +67 other locations
Home Credit Finance,4.0,NBFC | Jaipur +136 other locations,9400.0,104.0,2012 (14 yrs old),NBFC,Jaipur +136 other locations
Bosch,4.1,Auto Components | Jaipur +130 other locations,20700.0,239.0,1886 (140 yrs old),Auto Components,Jaipur +130 other locations
Randstad,3.7,Recruitment | Jaipur +352 other locations,16400.0,9.0,1992 (34 yrs old),Recruitment,Jaipur +352 other locations
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Jaipur +56 other locations,20000.0,67.0,,IT Services & Consulting,Jaipur +56 other locations
Hewlett Packard Enterprise,4.1,IT Services & Consulting | Jaipur +103 other locations,27100.0,218.0,2015 (11 yrs old),IT Services & Consulting,Jaipur +103 other locations
Mahindra Logistics,3.7,Logistics | Jaipur +233 other locations,280000.0,356.0,1986 (40 yrs old),Logistics,Jaipur +233 other locations
Utkarsh Small Finance Bank,3.6,Banking | Jaipur +407 other locations,10700.0,21.0,2009 (17 yrs old),Banking,Jaipur +407 other locations
L&T Finance,3.9,NBFC | Jaipur +633 other locations,20000.0,67.0,,NBFC,Jaipur +633 other locations
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Jaipur +292 other locations,13100.0,78.0,,Fashion & Textile,Jaipur +292 other locations
OPPO,3.9,Consumer Electronics & Appliances | Jaipur +410 other locations,11800.0,9.0,2004 (22 yrs old),Consumer Electronics & Appliances,Jaipur +410 other locations
Dell,3.8,Consumer Electronics & Appliances | Jaipur +117 other locations,28800.0,19.0,1984 (42 yrs old),Consumer Electronics & Appliances,Jaipur +117 other locations
CARS24,3.4,Internet | Jaipur +173 other locations,20000.0,67.0,,Internet,Jaipur +173 other locations
Havells,3.9,Electrical Equipment | Jaipur +260 other locations,15600.0,31.0,1983 (43 yrs old),Electrical Equipment,Jaipur +260 other locations
Intas Pharmaceuticals,4.1,Pharma | Jaipur +148 other locations,17300.0,53.0,1977 (49 yrs old),Pharma,Jaipur +148 other locations
R1 RCM,3.8,BPO | Jaipur +46 other locations,21200.0,154.0,2007 (19 yrs old),BPO,Jaipur +46 other locations
Tata AIA Life Insurance,3.9,Insurance | Jaipur +442 other locations,14100.0,690.0,2001 (25 yrs old),Insurance,Jaipur +442 other locations
Hyundai Motor India Limited,4.1,Automobile | Jaipur +287 other locations,13800.0,4.0,1967 (59 yrs old),Automobile,Jaipur +287 other locations
Deutsche Bank,3.8,Banking | Jaipur +42 other locations,36000.0,399.0,1870 (156 yrs old),Banking,Jaipur +42 other locations
Motilal Oswal Financial Services,3.7,Financial Services | Jaipur +168 other locations,12900.0,40.0,,Financial Services,Jaipur +168 other locations
Team Lease,3.9,Recruitment | Jaipur +396 other locations,16000.0,67.0,2016 (10 yrs old),Recruitment,Jaipur +396 other locations
Berger Paints,3.7,Chemicals | Jaipur +353 other locations,10000.0,114.0,,Chemicals,Jaipur +353 other locations
VE Commercial Vehicles,3.9,Automobile | Jaipur +179 other locations,13900.0,8.0,2008 (18 yrs old),Automobile,Jaipur +179 other locations
Lenskart,3.3,Internet | Jaipur +240 other locations,13200.0,122.0,,Internet,Jaipur +240 other locations
Thermax Limited,4.2,Industrial Machinery | Jaipur +250 other locations,20000.0,67.0,,Industrial Machinery,Jaipur +250 other locations
Bajaj Auto,3.8,Automobile | Jaipur +317 other locations,14500.0,67.0,1945 (81 yrs old),Automobile,Jaipur +317 other locations
Macleods Pharmaceuticals,3.7,Pharma | Jaipur +133 other locations,15500.0,10.0,1986 (40 yrs old),Pharma,Jaipur +133 other locations
Aakash Educational Services,3.2,Education & Training | Jaipur +244 other locations,13600.0,66.0,1988 (38 yrs old),Education & Training,Jaipur +244 other locations
Kogta Financial India Limited,4.7,NBFC | Jaipur +259 other locations,1800.0,115.0,1996 (30 yrs old),NBFC,Jaipur +259 other locations
Jubilant Foods Works,3.7,Hospitality | Jaipur +262 other locations,9200.0,189.0,1995 (31 yrs old),Hospitality,Jaipur +262 other locations
LG Electronics,3.9,Consumer Electronics & Appliances | Jaipur +298 other locations,11000.0,67.0,1958 (68 yrs old),Consumer Electronics & Appliances,Jaipur +298 other locations
Royal Enfield,4.2,Automobile | Jaipur +373 other locations,14800.0,20.0,1901 (125 yrs old),Automobile,Jaipur +373 other locations
Hindalco Industries,4.2,Metals & Mining | Jaipur +127 other locations,12400.0,5.0,1958 (68 yrs old),Metals & Mining,Jaipur +127 other locations
Jindal Steel Limited,3.9,Iron & Steel | Jaipur +172 other locations,15300.0,24.0,1979 (47 yrs old),Iron & Steel,Jaipur +172 other locations
HDFC Ergo General Insurance,4.0,Insurance | Jaipur +324 other locations,12000.0,10.0,2002 (24 yrs old),Insurance,Jaipur +324 other locations
John Deere,4.0,Industrial Machinery | Jaipur +155 other locations,15200.0,1.0,2001 (25 yrs old),Industrial Machinery,Jaipur +155 other locations
Tata Communications,3.9,Telecom | Jaipur +102 other locations,23400.0,34.0,1986 (40 yrs old),Telecom,Jaipur +102 other locations
DCB Bank,3.8,Banking | Jaipur +341 other locations,9400.0,8.0,,Banking,Jaipur +341 other locations
RBL Bank,3.5,Banking | Jaipur +284 other locations,18300.0,45.0,1943 (83 yrs old),Banking,Jaipur +284 other locations
Cummins,4.3,Industrial Machinery | Jaipur +114 other locations,15600.0,8.0,1919 (107 yrs old),Industrial Machinery,Jaipur +114 other locations
Oyo Rooms,3.1,Internet | Jaipur +121 other locations,14400.0,129.0,2012 (14 yrs old),Internet,Jaipur +121 other locations
Pidilite Industries,4.2,Chemicals | Jaipur +312 other locations,11400.0,67.0,,Chemicals,Jaipur +312 other locations
Alembic Pharmaceuticals,3.9,Pharma | Jaipur +187 other locations,15300.0,67.0,1907 (119 yrs old),Pharma,Jaipur +187 other locations
Reliance Communications,4.0,Telecom | Jaipur +467 other locations,9600.0,67.0,2002 (24 yrs old),Telecom,Jaipur +467 other locations
Publicis Sapient,3.4,IT Services & Consulting | Jaipur +46 other locations,30900.0,257.0,,IT Services & Consulting,Jaipur +46 other locations
PVR INOX,3.9,Media & Entertainment | Jaipur +150 other locations,20000.0,67.0,,Media & Entertainment,Jaipur +150 other locations
Subros,3.8,Auto Components | Jaipur +88 other locations,12500.0,1.0,1985 (41 yrs old),Auto Components,Jaipur +88 other locations
XpressBees,4.2,Logistics | Jaipur +474 other locations,8200.0,12.0,2015 (11 yrs old),Logistics,Jaipur +474 other locations
American Express,4.1,Financial Services | Jaipur +53 other locations,24500.0,146.0,1850 (176 yrs old),Financial Services,Jaipur +53 other locations
Automatic Data Processing (ADP),3.9,Software Product | Jaipur +40 other locations,20000.0,67.0,,Software Product,Jaipur +40 other locations
PNB MetLife,3.4,Insurance | Jaipur +424 other locations,8000.0,15.0,2001 (25 yrs old),Insurance,Jaipur +424 other locations
Escorts Kubota Limited,4.1,Automobile | Jaipur +155 other locations,13300.0,3.0,,Automobile,Jaipur +155 other locations
Aditya Birla Sun Life Insurance,4.0,Insurance | Jaipur +488 other locations,9900.0,67.0,2000 (26 yrs old),Insurance,Jaipur +488 other locations
Aditya Birla Capital,3.8,NBFC | Jaipur +338 other locations,14100.0,1.0,2017 (9 yrs old),NBFC,Jaipur +338 other locations
Grasim Industries,4.0,Building Material | Jaipur +241 other locations,12700.0,4.0,1947 (79 yrs old),Building Material,Jaipur +241 other locations
Maersk,4.0,Logistics | Jaipur +49 other locations,18900.0,31.0,,Logistics,Jaipur +49 other locations
Synechron,3.5,IT Services & Consulting | Jaipur +32 other locations,27900.0,58.0,2001 (25 yrs old),IT Services & Consulting,Jaipur +32 other locations
Glenmark Pharmaceuticals,3.8,Pharma | Jaipur +184 other locations,12100.0,128.0,1977 (49 yrs old),Pharma,Jaipur +184 other locations
Birlasoft,3.5,IT Services & Consulting | Jaipur +50 other locations,29700.0,444.0,1995 (31 yrs old),IT Services & Consulting,Jaipur +50 other locations
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Jaipur +165 other locations,20000.0,67.0,,Consumer Electronics & Appliances,Jaipur +165 other locations
Dabur,3.8,FMCG | Jaipur +320 other locations,8800.0,23.0,1884 (142 yrs old),FMCG,Jaipur +320 other locations
Samvardhana Motherson Group,3.7,Auto Components | Jaipur +93 other locations,12100.0,14.0,1986 (40 yrs old),Auto Components,Jaipur +93 other locations
Kotak Mahindara Life Insurance,3.5,Insurance | Jaipur +257 other locations,12600.0,195.0,2001 (25 yrs old),Insurance,Jaipur +257 other locations
Cogent E Services,3.2,BPO | Jaipur +55 other locations,10300.0,1.0,2004 (22 yrs old),BPO,Jaipur +55 other locations
JK Cement,4.0,Building Material | Jaipur +326 other locations,10000.0,1.0,1975 (51 yrs old),Building Material,Jaipur +326 other locations
Sodexo,4.0,Facility Management Services | Jaipur +156 other locations,9700.0,823.0,1966 (60 yrs old),Facility Management Services,Jaipur +156 other locations
KPIT Technologies,2.9,Software Product | Jaipur +44 other locations,22900.0,43.0,1990 (36 yrs old),Software Product,Jaipur +44 other locations
Abbott,4.1,Pharma | Jaipur +214 other locations,11600.0,248.0,1910 (116 yrs old),Pharma,Jaipur +214 other locations
Aarti Industries,4.1,Agro Chemicals | Jaipur +58 other locations,14300.0,10.0,1975 (51 yrs old),Agro Chemicals,Jaipur +58 other locations
Reliance Projects & Property Management Services,4.0,Other | Jaipur +617 other locations,20000.0,67.0,,Other,Jaipur +617 other locations
Ipca Laboratories,3.8,Pharma | Jaipur +160 other locations,11500.0,36.0,1949 (77 yrs old),Pharma,Jaipur +160 other locations
Indian Oil Corporation,4.3,Oil & Gas | Jaipur +308 other locations,7800.0,67.0,1959 (67 yrs old),Oil & Gas,Jaipur +308 other locations
Reliance Digital,4.2,Retail | Jaipur +378 other locations,8000.0,67.0,2007 (19 yrs old),Retail,Jaipur +378 other locations
MRF Tyres,3.6,Auto Components | Jaipur +193 other locations,12500.0,19.0,1946 (80 yrs old),Auto Components,Jaipur +193 other locations
Alkem Laboratories,3.9,Pharma | Jaipur +196 other locations,9800.0,13.0,,Pharma,Jaipur +196 other locations
Johnson Controls,3.5,Industrial Automation | Jaipur +57 other locations,17300.0,5.0,,Industrial Automation,Jaipur +57 other locations
